,Credit_Limit,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Avg_Utilization_Ratio,Total_Revolving_Bal,edu_College,edu_Doctorate,edu_Graduate,edu_High School,edu_Post-Graduate,edu_Uneducated,marital_Divorced,marital_Married,marital_Single,income_$120K +,income_$40K - $60K,income_$60K - $80K,income_$80K - $120K,income_Less than $40K
1053,11942.0,40.0,1.0,5.0,34.0,6.0,2.0,0.138,1651.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1054,3914.0,57.0,0.0,2.0,44.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1055,3038.0,57.0,1.0,4.0,49.0,4.0,2.0,0.464,1410.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1056,5579.0,53.0,1.0,2.0,47.0,3.0,1.0,0.255,1423.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1057,18693.0,40.0,1.0,2.0,31.0,5.0,1.0,0.11,2052.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1058,2943.0,28.0,1.0,0.0,18.0,5.0,1.0,0.608,1789.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1059,2435.0,38.0,0.0,3.0,28.0,4.0,2.0,0.775,1888.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1060,2077.0,37.0,0.0,2.0,30.0,5.0,2.0,0.67,1392.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1063,9428.0,41.0,1.0,2.0,30.0,6.0,3.0,0.187,1765.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1064,6065.0,54.0,1.0,5.0,47.0,4.0,1.0,0.285,1728.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1066,2174.0,26.0,1.0,1.0,13.0,3.0,3.0,0.696,1514.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1069,3673.0,46.0,1.0,3.0,40.0,6.0,3.0,0.624,2292.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1072,34516.0,55.0,1.0,1.0,36.0,3.0,2.0,0.061,2102.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1073,3368.0,50.0,0.0,1.0,43.0,3.0,1.0,0.251,844.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1074,7225.0,38.0,0.0,2.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1075,5202.0,39.0,0.0,3.0,30.0,5.0,3.0,0.157,815.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1077,6929.0,39.0,1.0,3.0,36.0,4.0,2.0,0.244,1691.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1078,4364.0,49.0,0.0,3.0,44.0,3.0,3.0,0.345,1507.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1079,2400.0,45.0,0.0,3.0,38.0,3.0,3.0,0.672,1613.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1080,25878.0,55.0,1.0,3.0,36.0,3.0,2.0,0.067,1733.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1081,11876.0,44.0,1.0,5.0,24.0,4.0,1.0,0.162,1926.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1083,4740.0,41.0,1.0,3.0,31.0,4.0,2.0,0.284,1348.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1088,3575.0,35.0,1.0,3.0,27.0,3.0,2.0,0.527,1884.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1090,13363.0,38.0,1.0,1.0,24.0,4.0,3.0,0.092,1230.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1092,3452.0,58.0,1.0,3.0,54.0,5.0,1.0,0.605,2088.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1093,4466.0,47.0,0.0,5.0,41.0,6.0,2.0,0.174,777.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1094,3030.0,33.0,0.0,3.0,25.0,4.0,1.0,0.831,2517.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,2112.0,54.0,0.0,3.0,39.0,3.0,1.0,0.755,1594.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1096,7583.0,35.0,0.0,1.0,18.0,5.0,1.0,0.214,1619.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1097,11760.0,47.0,1.0,5.0,27.0,5.0,3.0,0.196,2306.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1098,2259.0,35.0,1.0,3.0,17.0,3.0,3.0,0.786,1776.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1099,19762.0,48.0,1.0,4.0,36.0,6.0,2.0,0.026,507.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1100,2803.0,36.0,1.0,4.0,17.0,5.0,2.0,0.659,1848.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1101,25666.0,44.0,1.0,3.0,36.0,3.0,3.0,0.029,756.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1102,9297.0,44.0,0.0,3.0,24.0,5.0,1.0,0.179,1668.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1103,2999.0,36.0,0.0,1.0,25.0,5.0,1.0,0.416,1247.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,4234.0,64.0,1.0,0.0,56.0,3.0,2.0,0.447,1893.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1105,15987.0,34.0,0.0,1.0,28.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1106,16435.0,49.0,1.0,4.0,33.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1107,5335.0,37.0,1.0,4.0,24.0,3.0,1.0,0.402,2145.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1108,3506.0,65.0,1.0,1.0,53.0,3.0,3.0,0.458,1604.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1109,3610.0,53.0,1.0,2.0,36.0,5.0,1.0,0.451,1629.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1110,3172.0,32.0,1.0,0.0,28.0,5.0,1.0,0.648,2055.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1112,2416.0,65.0,1.0,0.0,46.0,3.0,2.0,0.62,1499.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1113,2458.0,60.0,1.0,0.0,41.0,3.0,2.0,0.765,1880.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1114,1677.0,27.0,0.0,0.0,36.0,6.0,1.0,0.953,1598.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1115,11819.0,52.0,1.0,2.0,45.0,4.0,1.0,0.079,929.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1117,1459.0,29.0,1.0,0.0,36.0,3.0,3.0,0.404,590.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1118,1458.0,29.0,1.0,0.0,13.0,4.0,1.0,0.46,671.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1119,1438.3,38.0,1.0,2.0,32.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1120,7758.0,36.0,1.0,2.0,18.0,3.0,1.0,0.181,1408.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1121,10836.0,40.0,0.0,2.0,30.0,4.0,2.0,0.178,1932.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1122,5062.0,47.0,1.0,3.0,36.0,5.0,3.0,0.394,1996.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1124,2212.0,26.0,1.0,0.0,36.0,5.0,2.0,0.755,1670.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1126,5927.0,52.0,0.0,1.0,32.0,3.0,1.0,0.391,2320.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1128,3126.0,50.0,1.0,2.0,37.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1129,4670.0,34.0,1.0,3.0,21.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1131,10155.0,49.0,1.0,3.0,42.0,4.0,1.0,0.178,1805.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1132,15242.0,53.0,1.0,4.0,46.0,4.0,2.0,0.077,1170.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1133,34516.0,48.0,1.0,3.0,36.0,4.0,3.0,0.073,2517.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1134,1438.3,32.0,0.0,2.0,17.0,5.0,1.0,0.854,1228.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1135,34516.0,38.0,1.0,4.0,36.0,6.0,1.0,0.033,1140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1136,16043.0,43.0,1.0,4.0,32.0,4.0,1.0,0.127,2036.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1137,3181.0,51.0,0.0,2.0,44.0,6.0,3.0,0.791,2517.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1138,27088.0,58.0,1.0,3.0,47.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1139,5688.0,59.0,0.0,0.0,36.0,5.0,3.0,0.161,914.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1140,10462.0,51.0,1.0,4.0,38.0,5.0,2.0,0.174,1824.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1141,5249.0,62.0,0.0,1.0,53.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1143,10705.0,33.0,1.0,1.0,16.0,6.0,1.0,0.126,1352.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1144,16494.0,54.0,1.0,3.0,47.0,3.0,1.0,0.082,1348.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1145,6469.0,37.0,0.0,1.0,30.0,5.0,3.0,0.363,2351.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1147,2800.0,61.0,1.0,0.0,50.0,4.0,1.0,0.874,2448.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1149,5248.0,56.0,1.0,1.0,46.0,5.0,2.0,0.346,1816.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1150,5881.0,51.0,0.0,3.0,46.0,5.0,3.0,0.341,2005.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1151,1467.0,44.0,0.0,3.0,36.0,6.0,3.0,0.611,896.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1152,4999.0,64.0,0.0,1.0,52.0,6.0,2.0,0.46,2299.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1155,8638.0,38.0,0.0,1.0,27.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1156,9343.0,53.0,1.0,1.0,45.0,5.0,1.0,0.138,1286.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1157,2256.0,35.0,1.0,2.0,21.0,3.0,1.0,0.344,775.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1158,8267.0,26.0,1.0,0.0,15.0,5.0,1.0,0.208,1720.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1159,2235.0,32.0,1.0,2.0,20.0,6.0,3.0,0.733,1638.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1160,3735.0,36.0,1.0,1.0,16.0,5.0,3.0,0.543,2027.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1161,2111.0,48.0,1.0,2.0,38.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1163,21782.0,52.0,1.0,2.0,42.0,5.0,3.0,0.046,1006.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1164,2133.0,52.0,0.0,1.0,36.0,6.0,3.0,0.689,1469.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1165,16677.0,58.0,0.0,1.0,47.0,5.0,2.0,0.095,1590.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1166,2717.0,38.0,0.0,2.0,36.0,6.0,3.0,0.586,1591.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1167,3980.0,60.0,1.0,1.0,48.0,5.0,3.0,0.234,930.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1169,2227.0,43.0,0.0,3.0,36.0,3.0,2.0,0.626,1394.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1170,34516.0,35.0,1.0,3.0,29.0,5.0,3.0,0.054,1872.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1171,1860.0,38.0,0.0,4.0,36.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1174,4559.0,43.0,1.0,3.0,23.0,6.0,2.0,0.365,1664.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1175,4701.0,36.0,0.0,2.0,25.0,5.0,3.0,0.317,1492.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1176,1631.0,34.0,1.0,2.0,22.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1178,2304.0,43.0,0.0,2.0,29.0,5.0,1.0,0.69,1589.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1179,5210.0,48.0,0.0,2.0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1180,5452.0,44.0,1.0,4.0,38.0,5.0,2.0,0.384,2091.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1181,7475.0,38.0,1.0,1.0,31.0,6.0,3.0,0.197,1473.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1182,2359.0,62.0,1.0,1.0,56.0,5.0,3.0,0.526,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1186,1438.3,64.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1189,2066.0,52.0,1.0,1.0,48.0,4.0,3.0,0.775,1601.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1190,34516.0,43.0,1.0,2.0,31.0,6.0,2.0,0.031,1075.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1191,2742.0,40.0,1.0,5.0,27.0,6.0,1.0,0.516,1416.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1192,20050.0,54.0,1.0,1.0,36.0,4.0,1.0,0.061,1225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1193,3046.0,34.0,0.0,4.0,30.0,4.0,1.0,0.748,2279.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1194,6193.0,33.0,0.0,1.0,25.0,6.0,3.0,0.112,695.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1195,5634.0,36.0,1.0,2.0,28.0,5.0,3.0,0.354,1996.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1196,4507.0,65.0,1.0,1.0,50.0,6.0,2.0,0.349,1574.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1197,3040.0,43.0,1.0,3.0,33.0,5.0,2.0,0.828,2517.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1198,21006.0,53.0,1.0,0.0,33.0,4.0,3.0,0.091,1905.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1199,7326.0,48.0,0.0,3.0,38.0,3.0,3.0,0.233,1710.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1200,3651.0,39.0,0.0,3.0,36.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1203,6085.0,48.0,1.0,3.0,42.0,6.0,1.0,0.153,930.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1204,22332.0,51.0,1.0,2.0,38.0,5.0,3.0,0.078,1748.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1206,4429.0,38.0,0.0,2.0,32.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1207,3991.0,35.0,1.0,3.0,26.0,6.0,3.0,0.497,1982.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1208,2201.0,46.0,0.0,3.0,36.0,5.0,1.0,0.296,651.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1209,2852.0,48.0,1.0,4.0,36.0,4.0,3.0,0.258,736.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1210,9723.0,49.0,0.0,2.0,37.0,6.0,3.0,0.253,2459.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1211,5325.0,35.0,1.0,4.0,27.0,6.0,2.0,0.248,1318.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1214,5413.0,54.0,0.0,2.0,44.0,3.0,1.0,0.339,1836.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1217,4252.0,50.0,1.0,0.0,30.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1218,2031.0,54.0,0.0,3.0,49.0,5.0,2.0,0.526,1069.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1220,3327.0,39.0,1.0,1.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1222,7272.0,53.0,1.0,2.0,41.0,4.0,3.0,0.28,2037.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1223,34516.0,32.0,1.0,1.0,36.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1224,2515.0,57.0,0.0,3.0,47.0,5.0,3.0,0.764,1922.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1225,2798.0,65.0,0.0,0.0,36.0,3.0,2.0,0.645,1806.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1226,34516.0,57.0,1.0,2.0,53.0,5.0,2.0,0.061,2099.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1227,1438.3,65.0,0.0,0.0,56.0,6.0,1.0,0.473,680.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1228,12609.0,65.0,1.0,0.0,56.0,4.0,2.0,0.2,2517.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1229,19159.0,55.0,1.0,2.0,50.0,4.0,2.0,0.11,2108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1230,9642.0,54.0,1.0,1.0,42.0,4.0,1.0,0.261,2517.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1231,8396.0,44.0,1.0,4.0,37.0,5.0,3.0,0.199,1672.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1232,6978.0,58.0,1.0,1.0,50.0,5.0,3.0,0.165,1148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1233,2459.0,53.0,0.0,1.0,47.0,3.0,3.0,0.705,1733.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1234,12956.0,33.0,0.0,1.0,24.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1235,7128.0,47.0,0.0,5.0,39.0,3.0,3.0,0.219,1560.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1237,2193.0,38.0,0.0,3.0,18.0,6.0,3.0,0.575,1260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1238,4522.0,57.0,1.0,3.0,50.0,3.0,2.0,0.412,1861.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1239,2157.0,36.0,1.0,4.0,28.0,3.0,1.0,0.266,574.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1240,11927.0,35.0,1.0,3.0,25.0,3.0,1.0,0.057,675.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
